2457881.78652 17.727 0.023 5.65 609.0
2457881.83656 17.718 0.023 5.84 578.0
2457881.88495 17.694 0.030 7.35 628.0
2457882.69515 17.696 0.024 6.35 581.0
2457882.74100 17.714 0.020 5.18 549.0
2457882.79825 17.698 0.024 6.19 578.0
2457882.85689 17.710 0.020 4.80 669.0
2457882.91264 17.702 0.021 5.14 612.0
2457883.86082 17.705 0.031 6.93 775.0
2457889.92531 17.701 0.032 6.26 1178.0
2457890.70821 17.704 0.023 6.21 523.0
2457890.77569 17.719 0.026 6.59 604.0
2457890.85087 17.704 0.021 5.19 592.0
2457890.89829 17.720 0.029 6.93 677.0
2457893.65639 17.670 0.022 6.37 464.0
2457893.70220 17.722 0.021 5.90 427.0
2457893.75812 17.692 0.021 5.98 442.0
2457893.81636 17.691 0.017 4.78 419.0
2457893.86360 17.684 0.018 5.01 448.0
2457893.91010 17.687 0.019 5.06 502.0
2457894.59923 17.737 0.026 6.85 537.0
2457894.64017 17.711 0.019 5.49 468.0
2457894.68617 17.714 0.016 4.38 393.0
2457894.75077 17.694 0.014 3.90 370.0
2457894.79878 17.707 0.017 4.72 396.0
2457894.84550 17.718 0.016 4.44 413.0
2457894.89261 17.714 0.021 5.93 463.0
2457894.93808 17.717 0.024 5.93 705.0
2457895.63985 17.694 0.017 4.83 580.0
2457895.78627 17.704 0.017 4.92 408.0
2457897.65023 17.682 0.020 6.10 421.0
2457897.69627 17.704 0.021 6.04 411.0
2457897.74667 17.715 0.017 5.29 486.0
2457900.90913 17.670 0.024 7.10 461.0
2457900.92578 17.721 0.029 8.22 473.0
2457901.61726 17.744 0.022 6.41 440.0
2457901.66459 17.706 0.019 5.89 373.0
2457901.73100 17.621 0.015 5.29 465.0
2457901.80492 17.750 0.018 4.98 394.0
2457902.57609 17.722 0.025 6.99 505.0
2457902.62308 17.684 0.024 7.12 421.0
2457902.67031 17.678 0.017 5.19 382.0
2457902.72625 17.705 0.016 4.51 384.0
2457902.78647 17.711 0.018 4.82 405.0
2457902.83256 17.757 0.024 6.28 452.0
2457902.93393 17.756 0.032 7.52 703.0
2457903.72713 17.779 0.027 7.93 360.0
2457903.79188 17.739 0.024 7.09 368.0
2457903.84786 17.705 0.024 7.08 450.0
2457903.89412 17.690 0.021 6.00 480.0
2457904.59026 17.689 0.022 6.53 455.0
2457904.63754 17.716 0.018 5.41 386.0
2457904.68152 17.708 0.015 4.22 342.0
2457904.73781 17.705 0.015 4.00 341.0
2457904.79702 17.698 0.015 4.26 324.0
2457904.84450 17.696 0.018 5.32 394.0
2457904.89057 17.720 0.020 5.70 443.0
2457904.93983 17.688 0.024 6.24 633.0
2457905.60347 17.738 0.019 5.22 436.0
2457905.65050 17.717 0.016 4.20 385.0
2457905.70586 17.717 0.014 3.73 344.0
2457905.76368 17.713 0.017 4.62 392.0
2457905.81114 17.694 0.015 4.00 408.0
2457905.85950 17.702 0.018 4.73 491.0
2457905.92268 17.681 0.019 5.12 527.0
2457906.56768 17.692 0.020 5.03 578.0
2457906.61399 17.709 0.017 4.26 441.0
2457906.66186 17.714 0.015 3.96 400.0
2457906.71673 17.675 0.014 3.58 414.0
2457906.77664 17.683 0.015 3.78 444.0
2457906.82395 17.722 0.017 4.33 471.0
2457906.87110 17.709 0.018 4.65 520.0
2457906.91744 17.719 0.022 5.55 693.0
2457907.60420 17.671 0.020 5.08 757.0
2457907.66643 17.692 0.019 4.53 693.0
